# board=pi5
# config=solo
# repeats=1000
# expected_active_cores=1
# runner=crisp_run_paper_matrix.sh
[info] offlined cpu1..cpu3 to isolate the active cores
[info] cpu0..cpu0 locked to 2400000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=1000, active_cores=1, lock_freq_khz=2400000
# cpu0=gsm_dec (measured)  (solo: all other cpus offlined)
[sample=0] cpu=0 bench=gsm_dec cycles=1860989 instructions=2783612 cache-misses=151
[sample=913] cpu=0 bench=gsm_dec cycles=1841302 instructions=2784038 cache-misses=15
[sample=914] cpu=0 bench=gsm_dec cycles=1840880 instructions=2784038 cache-misses=17
[sample=915] cpu=0 bench=gsm_dec cycles=1842325 instructions=2784038 cache-misses=17
[sample=916] cpu=0 bench=gsm_dec cycles=1842770 instructions=2784038 cache-misses=11
[sample=917] cpu=0 bench=gsm_dec cycles=1773818 instructions=2784038 cache-misses=13
[sample=918] cpu=0 bench=gsm_dec cycles=1749583 instructions=2784038 cache-misses=13
[sample=919] cpu=0 bench=gsm_dec cycles=1750614 instructions=2784038 cache-misses=18
[sample=920] cpu=0 bench=gsm_dec cycles=1795325 instructions=2784038 cache-misses=15
[sample=921] cpu=0 bench=gsm_dec cycles=1820227 instructions=2784038 cache-misses=17
[sample=922] cpu=0 bench=gsm_dec cycles=1842065 instructions=2784038 cache-misses=13
[sample=923] cpu=0 bench=gsm_dec cycles=1770938 instructions=2784038 cache-misses=13
[sample=924] cpu=0 bench=gsm_dec cycles=1834004 instructions=2784038 cache-misses=22
[sample=925] cpu=0 bench=gsm_dec cycles=1764104 instructions=2784038 cache-misses=14
[sample=926] cpu=0 bench=gsm_dec cycles=1786582 instructions=2784038 cache-misses=16
[sample=927] cpu=0 bench=gsm_dec cycles=1833493 instructions=2784038 cache-misses=10
[sample=928] cpu=0 bench=gsm_dec cycles=1834171 instructions=2784038 cache-misses=13
[sample=929] cpu=0 bench=gsm_dec cycles=1814608 instructions=2784038 cache-misses=17
[sample=930] cpu=0 bench=gsm_dec cycles=1762758 instructions=2784038 cache-misses=11
[sample=931] cpu=0 bench=gsm_dec cycles=1836113 instructions=2784038 cache-misses=17
[sample=932] cpu=0 bench=gsm_dec cycles=1843684 instructions=2784038 cache-misses=12
[sample=933] cpu=0 bench=gsm_dec cycles=1864584 instructions=2784038 cache-misses=14
[sample=934] cpu=0 bench=gsm_dec cycles=1837258 instructions=2784038 cache-misses=17
[sample=935] cpu=0 bench=gsm_dec cycles=1836316 instructions=2784038 cache-misses=16
[sample=936] cpu=0 bench=gsm_dec cycles=1835683 instructions=2784038 cache-misses=17
[sample=937] cpu=0 bench=gsm_dec cycles=1829407 instructions=2784038 cache-misses=16
[sample=938] cpu=0 bench=gsm_dec cycles=1832900 instructions=2784038 cache-misses=15
[sample=939] cpu=0 bench=gsm_dec cycles=1839770 instructions=2784038 cache-misses=18
[sample=940] cpu=0 bench=gsm_dec cycles=1838234 instructions=2784038 cache-misses=14
[sample=941] cpu=0 bench=gsm_dec cycles=1834654 instructions=2784038 cache-misses=18
[sample=942] cpu=0 bench=gsm_dec cycles=1834535 instructions=2784038 cache-misses=12
[sample=943] cpu=0 bench=gsm_dec cycles=1831996 instructions=2784038 cache-misses=15
[sample=944] cpu=0 bench=gsm_dec cycles=1834005 instructions=2784038 cache-misses=14
[sample=945] cpu=0 bench=gsm_dec cycles=1834063 instructions=2784038 cache-misses=17
[sample=946] cpu=0 bench=gsm_dec cycles=1827103 instructions=2784038 cache-misses=9
[sample=947] cpu=0 bench=gsm_dec cycles=1833655 instructions=2784038 cache-misses=14
[sample=948] cpu=0 bench=gsm_dec cycles=1848143 instructions=2784038 cache-misses=16
[sample=949] cpu=0 bench=gsm_dec cycles=1842293 instructions=2784038 cache-misses=12
[sample=950] cpu=0 bench=gsm_dec cycles=1837889 instructions=2784038 cache-misses=17
[sample=951] cpu=0 bench=gsm_dec cycles=1836670 instructions=2784038 cache-misses=13
[sample=952] cpu=0 bench=gsm_dec cycles=1842380 instructions=2784038 cache-misses=16
[sample=953] cpu=0 bench=gsm_dec cycles=1840733 instructions=2784038 cache-misses=18
[sample=954] cpu=0 bench=gsm_dec cycles=1839059 instructions=2784038 cache-misses=12
[sample=955] cpu=0 bench=gsm_dec cycles=1828502 instructions=2784038 cache-misses=21
[sample=956] cpu=0 bench=gsm_dec cycles=1836388 instructions=2784038 cache-misses=14
[sample=957] cpu=0 bench=gsm_dec cycles=1825352 instructions=2784038 cache-misses=18
[sample=958] cpu=0 bench=gsm_dec cycles=1836896 instructions=2784038 cache-misses=12
[sample=959] cpu=0 bench=gsm_dec cycles=1782802 instructions=2784038 cache-misses=13
[sample=960] cpu=0 bench=gsm_dec cycles=1836040 instructions=2784038 cache-misses=17
[sample=961] cpu=0 bench=gsm_dec cycles=1772380 instructions=2784038 cache-misses=8
[sample=962] cpu=0 bench=gsm_dec cycles=1737226 instructions=2784038 cache-misses=16
[sample=963] cpu=0 bench=gsm_dec cycles=1733139 instructions=2784038 cache-misses=12
[sample=964] cpu=0 bench=gsm_dec cycles=1739308 instructions=2784038 cache-misses=13
[sample=965] cpu=0 bench=gsm_dec cycles=1768862 instructions=2784038 cache-misses=17
[sample=966] cpu=0 bench=gsm_dec cycles=1809690 instructions=2784038 cache-misses=12
[sample=967] cpu=0 bench=gsm_dec cycles=1823383 instructions=2784038 cache-misses=16
[sample=968] cpu=0 bench=gsm_dec cycles=1840742 instructions=2784038 cache-misses=13
[sample=969] cpu=0 bench=gsm_dec cycles=1835682 instructions=2784038 cache-misses=22
[sample=970] cpu=0 bench=gsm_dec cycles=1832281 instructions=2784038 cache-misses=14
[sample=971] cpu=0 bench=gsm_dec cycles=1840640 instructions=2784038 cache-misses=14
[sample=972] cpu=0 bench=gsm_dec cycles=1843455 instructions=2784038 cache-misses=14
[sample=973] cpu=0 bench=gsm_dec cycles=1839802 instructions=2784038 cache-misses=14
[sample=974] cpu=0 bench=gsm_dec cycles=1843324 instructions=2784038 cache-misses=16
[sample=975] cpu=0 bench=gsm_dec cycles=1837204 instructions=2784038 cache-misses=15
[sample=976] cpu=0 bench=gsm_dec cycles=1831484 instructions=2784038 cache-misses=8
[sample=977] cpu=0 bench=gsm_dec cycles=1842115 instructions=2784038 cache-misses=11
[sample=978] cpu=0 bench=gsm_dec cycles=1839719 instructions=2784038 cache-misses=22
[sample=979] cpu=0 bench=gsm_dec cycles=1839053 instructions=2784038 cache-misses=19
[sample=980] cpu=0 bench=gsm_dec cycles=1844355 instructions=2784038 cache-misses=21
[sample=981] cpu=0 bench=gsm_dec cycles=1838249 instructions=2784038 cache-misses=29
[sample=982] cpu=0 bench=gsm_dec cycles=1839161 instructions=2784038 cache-misses=21
[sample=983] cpu=0 bench=gsm_dec cycles=1842873 instructions=2784038 cache-misses=14
[sample=984] cpu=0 bench=gsm_dec cycles=1826986 instructions=2784038 cache-misses=18
[sample=985] cpu=0 bench=gsm_dec cycles=1838612 instructions=2784038 cache-misses=23
[sample=986] cpu=0 bench=gsm_dec cycles=1832573 instructions=2784038 cache-misses=41
[sample=987] cpu=0 bench=gsm_dec cycles=1835370 instructions=2784038 cache-misses=29
[sample=988] cpu=0 bench=gsm_dec cycles=1834594 instructions=2784038 cache-misses=15
[sample=989] cpu=0 bench=gsm_dec cycles=1834941 instructions=2784038 cache-misses=18
[sample=990] cpu=0 bench=gsm_dec cycles=1843465 instructions=2784038 cache-misses=12
[sample=991] cpu=0 bench=gsm_dec cycles=1841691 instructions=2784038 cache-misses=15
[sample=992] cpu=0 bench=gsm_dec cycles=1851246 instructions=2784038 cache-misses=11
[sample=993] cpu=0 bench=gsm_dec cycles=1836222 instructions=2784038 cache-misses=12
[sample=994] cpu=0 bench=gsm_dec cycles=1829070 instructions=2784038 cache-misses=14
[sample=995] cpu=0 bench=gsm_dec cycles=1840747 instructions=2784038 cache-misses=12
[sample=996] cpu=0 bench=gsm_dec cycles=1844711 instructions=2784038 cache-misses=20
[sample=997] cpu=0 bench=gsm_dec cycles=1841516 instructions=2784038 cache-misses=8
[sample=998] cpu=0 bench=gsm_dec cycles=1838365 instructions=2784038 cache-misses=17
[sample=999] cpu=0 bench=gsm_dec cycles=1842940 instructions=2784038 cache-misses=14

# Statistics over 1000 samples on cpu0 bench=gsm_dec (background load on cpu1..cpu0)
# event                          min                  max                  avg               median
  cycles                     1732537              1864584           1830738.68           1836767.50
  instructions               2783612              2784038           2784035.87           2784038.00
  cache-misses                     7                  151                15.46                15.00
